Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
478,CA-2022-20096,2022-05-10,2022-05-14,Second Class,CUS-ZE-10030,Robert Garcia,Home Office,Houston,Texas,United States,35277,Central,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,108.0,3,0.0,25.92
479,CA-2022-10449,2022-01-05,2022-01-06,First Class,CUS-ZD-10029,Lisa Davis,Consumer,Indianapolis,Indiana,United States,22183,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 487 Shipping Labels,130.0,10,0.0,31.2
480,CA-2021-10309,2021-03-01,2021-03-02,First Class,CUS-NN-10014,Helen Andreada,Home Office,Portland,Oregon,United States,78303,West,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,43.2,8,0.1,5.18
481,CA-2022-10321,2022-07-29,2022-08-02,Second Class,CUS-OO-10015,Jane Waco,Consumer,Minneapolis,Minnesota,United States,14044,Central,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,2697.0,3,0.0,188.79
482,CA-2021-10310,2021-09-05,2021-09-06,Standard Class,CUS-NN-10014,Helen Andreada,Home Office,Portland,Oregon,United States,25084,West,OFF-ST-10004186,Office Supplies,Storage,Eldon Storage Cabinet,184.0,2,0.0,29.44
483,CA-2021-20220,2021-07-24,2021-07-27,Standard Class,CUS-FF-10006,Ken Lonsdale,Home Office,Chicago,Illinois,United States,17259,Central,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,1920.0,3,0.2,153.6
484,CA-2022-10483,2022-12-08,2022-12-09,Same Day,CUS-ZO-10040,Kenneth Garcia,Corporate,Boston,Massachusetts,United States,47070,East,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,35.0,5,0.0,9.8
485,CA-2023-20131,2023-04-27,2023-05-03,Standard Class,CUS-ZA-10026,Michael Kennedy,Consumer,Philadelphia,Pennsylvania,United States,78341,East,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,60.0,3,0.0,8.4
486,CA-2021-10497,2021-02-04,2021-02-06,Standard Class,CUS-ZR-10043,Sandra Clark,Consumer,Detroit,Michigan,United States,95914,Central,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,5394.0,6,0.0,377.58
487,CA-2023-10046,2023-07-24,2023-07-25,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,80282,South,OFF-LA-10004654,Office Supplies,Labels,Avery Color Coding Labels,45.0,9,0.0,12.6
488,CA-2023-20033,2023-03-25,2023-03-30,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Nashville,Tennessee,United States,49383,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,462.0,3,0.3,4.62
489,CA-2023-10277,2023-03-28,2023-03-31,Second Class,CUS-KK-10011,Anna Andreadi,Consumer,Los Angeles,California,United States,81058,West,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,5040.0,9,0.0,1411.2
490,CA-2021-10613,2021-12-24,2021-12-25,Second Class,CUS-KK-10011,Anna Andreadi,Consumer,Boston,Massachusetts,United States,15559,East,TEC-AC-10003832,Technology,Accessories,Logitech MX Master Wireless Mouse,800.0,10,0.0,224.0
491,CA-2023-20196,2023-10-31,2023-11-02,Standard Class,CUS-ZD-10029,Lisa Davis,Consumer,San Francisco,California,United States,67787,West,FUR-FU-10003848,Furniture,Furnishings,Howard Miller 11 Diameter Wall Clock,665.0,7,0.0,106.4
492,CA-2024-10048,2024-06-09,2024-06-14,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,67154,South,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,1000.0,4,0.0,140.0
493,CA-2022-20066,2022-07-30,2022-08-04,Same Day,CUS-RR-10018,Linda Cazamias,Consumer,Philadelphia,Pennsylvania,United States,13851,East,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,42.0,7,0.0,10.08
494,CA-2022-20070,2022-11-24,2022-11-28,First Class,CUS-FF-10006,Ken Lonsdale,Home Office,San Francisco,California,United States,14275,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Bull-Nose Conference Table,14000.0,10,0.0,560.0
495,CA-2021-20125,2021-05-07,2021-05-11,Standard Class,CUS-JJ-10010,Seth Vernon,Corporate,Baltimore,Maryland,United States,86344,East,OFF-PA-10004675,Office Supplies,Paper,Southworth 25 Cotton Business Paper,25.2,3,0.3,0.25
496,CA-2023-10018,2023-07-05,2023-07-07,First Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,21226,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,1540.0,10,0.3,7.7
497,CA-2023-20112,2023-01-10,2023-01-13,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Indianapolis,Indiana,United States,61003,Central,OFF-BI-10003656,Office Supplies,Binders,Cardinal Premiere Easy Open Binders,144.0,9,0.0,28.8
498,CA-2022-10562,2022-10-08,2022-10-12,Standard Class,CUS-ZA-10026,Michael Kennedy,Consumer,Detroit,Michigan,United States,94671,Central,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,2157.6,4,0.4,-88.95
499,CA-2022-10296,2022-05-18,2022-05-19,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Denver,Colorado,United States,20082,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Bull-Nose Conference Table,9800.0,7,0.0,392.0
500,CA-2021-10499,2021-11-23,2021-11-26,Second Class,CUS-ZR-10043,Sandra Clark,Consumer,Detroit,Michigan,United States,39035,Central,OFF-PA-10000174,Office Supplies,Paper,Xerox 1881 Copy Paper,14.0,1,0.0,3.08
501,CA-2021-10397,2021-06-19,2021-06-21,Standard Class,CUS-VV-10022,Chris Cortes,Consumer,Chicago,Illinois,United States,22571,Central,OFF-FA-10002118,Office Supplies,Fasteners,Stockwell Rubber Bands Gross,15.0,5,0.0,4.2
502,CA-2021-10294,2021-01-14,2021-01-19,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Denver,Colorado,United States,60829,West,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,15.0,1,0.0,1.5
503,CA-2024-10050,2024-06-09,2024-06-10,Second Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,52753,South,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,1900.0,5,0.0,418.0
504,CA-2024-10419,2024-10-10,2024-10-11,Standard Class,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,37096,West,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,2310.0,11,0.0,508.2
505,CA-2022-10037,2022-10-11,2022-10-17,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,82512,South,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,490.0,2,0.3,2.45
506,CA-2022-10468,2022-08-20,2022-08-21,First Class,CUS-ZL-10037,Paul Harris,Consumer,Houston,Texas,United States,82559,Central,OFF-FA-10002118,Office Supplies,Fasteners,Stockwell Rubber Bands Gross,21.6,9,0.2,0.86
507,CA-2024-10324,2024-04-21,2024-04-22,Same Day,CUS-OO-10015,Jane Waco,Consumer,Minneapolis,Minnesota,United States,55688,Central,TEC-CO-10001449,Technology,Copiers,HP LaserJet Pro 3310,1000.0,1,0.0,260.0
508,CA-2021-20303,2021-04-17,2021-04-23,Standard Class,CUS-YY-10025,Phil Fox,Consumer,Miami,Florida,United States,10145,South,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,2400.0,3,0.0,576.0
509,CA-2021-10005,2021-02-19,2021-02-22,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,26361,West,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,2556.0,12,0.0,460.08
510,CA-2021-10109,2021-08-14,2021-08-18,Standard Class,CUS-EE-10005,Adrian Barton,Corporate,Miami,Florida,United States,19807,South,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,1925.0,11,0.5,9.62
511,CA-2022-10450,2022-02-28,2022-03-04,Standard Class,CUS-ZE-10030,Robert Garcia,Home Office,Seattle,Washington,United States,95045,West,OFF-PA-10004675,Office Supplies,Paper,Southworth 25 Cotton Business Paper,86.4,8,0.1,6.91
512,CA-2022-10090,2022-08-19,2022-08-23,Second Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,69510,Central,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,90.0,5,0.1,1.8
513,CA-2023-10181,2023-09-15,2023-09-19,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,22987,Central,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,22.0,1,0.0,2.64
514,CA-2021-10603,2021-10-03,2021-10-05,Second Class,CUS-MM-10013,Lycoris Saunders,Corporate,Miami,Florida,United States,65897,South,OFF-EN-10003611,Office Supplies,Envelopes,Tyvek Side-Opening Envelopes,45.0,5,0.0,9.9
515,CA-2022-10508,2022-09-23,2022-09-24,Same Day,CUS-ZS-10044,Kevin Rodriguez,Corporate,Louisville,Kentucky,United States,95003,South,OFF-ST-10004186,Office Supplies,Storage,Eldon Storage Cabinet,92.0,1,0.0,14.72
516,CA-2021-10512,2021-02-09,2021-02-12,Second Class,CUS-ZT-10045,Angela Lewis,Consumer,Phoenix,Arizona,United States,25509,West,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,630.0,3,0.0,138.6
517,CA-2022-10521,2022-01-01,2022-01-03,First Class,CUS-ZU-10046,Brian Lee,Home Office,Jacksonville,Florida,United States,66224,South,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,899.0,1,0.0,62.93
518,CA-2022-20213,2022-11-14,2022-11-18,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Louisville,Kentucky,United States,11037,South,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,800.0,1,0.0,192.0
519,CA-2022-10366,2022-07-21,2022-07-24,Second Class,CUS-SS-10019,Brad Thomas,Home Office,Portland,Oregon,United States,36569,West,OFF-ST-10004186,Office Supplies,Storage,Eldon Storage Cabinet,368.0,4,0.0,58.88
520,CA-2022-10035,2022-02-21,2022-02-23,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,42018,South,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,894.6,6,0.3,4.47
521,CA-2021-10407,2021-02-04,2021-02-09,Standard Class,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,11620,West,OFF-LA-10002762,Office Supplies,Labels,Avery 487 Shipping Labels,117.0,9,0.0,28.08
522,CA-2024-20250,2024-07-28,2024-08-01,Standard Class,CUS-NN-10014,Helen Andreada,Home Office,Boston,Massachusetts,United States,40964,East,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,18.0,3,0.0,4.32
523,CA-2024-20245,2024-06-02,2024-06-03,Standard Class,CUS-QQ-10017,Mark Hamilton,Consumer,Milwaukee,Wisconsin,United States,54518,Central,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,52.8,3,0.2,0.53
524,CA-2024-10163,2024-06-14,2024-06-16,First Class,CUS-FF-10006,Ken Lonsdale,Home Office,Philadelphia,Pennsylvania,United States,49691,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,8000.0,8,0.0,400.0
525,CA-2023-10633,2023-12-07,2023-12-10,Second Class,CUS-GG-10007,Sanjit Chand,Corporate,New York City,New York,United States,82088,East,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,165.0,11,0.0,16.5
526,CA-2024-10306,2024-10-19,2024-10-20,Same Day,CUS-MM-10013,Lycoris Saunders,Corporate,Denver,Colorado,United States,39098,West,OFF-PA-10000174,Office Supplies,Paper,Xerox 1881 Copy Paper,14.0,1,0.0,3.08
527,CA-2022-20288,2022-06-10,2022-06-16,First Class,CUS-II-10009,Bill Eplett,Home Office,Detroit,Michigan,United States,88157,Central,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,1000.0,5,0.2,10.0
528,CA-2024-10598,2024-02-04,2024-02-07,Standard Class,CUS-II-10009,Bill Eplett,Home Office,Los Angeles,California,United States,95119,West,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,127.8,1,0.4,-7.42
529,CA-2023-10637,2023-12-01,2023-12-07,Standard Class,CUS-KK-10011,Anna Andreadi,Consumer,Las Vegas,Nevada,United States,46760,West,OFF-LA-10000240,Office Supplies,Labels,Avery 503 Address Labels,45.0,5,0.0,11.7
530,CA-2024-10381,2024-06-30,2024-07-01,Same Day,CUS-TT-10020,Roy Collins,Corporate,New York City,New York,United States,57026,East,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,2688.0,6,0.2,107.52
531,CA-2021-20107,2021-03-11,2021-03-12,First Class,CUS-ZC-10028,James Wilson,Corporate,San Francisco,California,United States,26430,West,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,1830.0,10,0.0,402.6
532,CA-2021-10223,2021-12-04,2021-12-05,Standard Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,28909,South,OFF-LA-10002762,Office Supplies,Labels,Avery 487 Shipping Labels,81.9,9,0.3,0.41
533,CA-2021-20119,2021-07-24,2021-07-26,First Class,CUS-QQ-10017,Mark Hamilton,Consumer,Detroit,Michigan,United States,89179,Central,OFF-EN-10003611,Office Supplies,Envelopes,Tyvek Side-Opening Envelopes,54.0,6,0.0,11.88
534,CA-2023-10178,2023-04-13,2023-04-14,First Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,82684,Central,OFF-AP-10003746,Office Supplies,Appliances,Cuisinart Portable Coffee Maker,512.0,8,0.2,2.56
535,CA-2021-10170,2021-05-10,2021-05-12,Second Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,55851,Central,OFF-AR-10002399,Office Supplies,Art,Faber-Castell Art Grip Aquarelle,132.0,11,0.0,33.0
536,CA-2022-10091,2022-02-06,2022-02-09,Second Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,94886,Central,TEC-CO-10001449,Technology,Copiers,HP LaserJet Pro 3310,2000.0,2,0.0,520.0
537,CA-2023-20056,2023-04-09,2023-04-10,Standard Class,CUS-EE-10005,Adrian Barton,Corporate,Charlotte,North Carolina,United States,90795,South,OFF-FA-10000304,Office Supplies,Fasteners,Staple Holder Set,48.6,9,0.1,8.75
538,CA-2024-10189,2024-02-23,2024-02-25,First Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,94252,Central,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,4500.0,9,0.0,900.0
539,CA-2023-20064,2023-12-15,2023-12-16,Standard Class,CUS-ZE-10030,Robert Garcia,Home Office,New York City,New York,United States,97047,East,OFF-PA-10002365,Office Supplies,Paper,Hammermill CopyPlus Paper Ream,370.0,10,0.0,88.8
540,CA-2024-10074,2024-08-10,2024-08-15,Standard Class,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,70931,West,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,3078.0,9,0.1,307.8
541,CA-2023-10232,2023-03-30,2023-04-04,Standard Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,44650,South,OFF-LA-10004654,Office Supplies,Labels,Avery Color Coding Labels,60.0,12,0.0,16.8
542,CA-2022-10454,2022-10-23,2022-10-25,Second Class,CUS-ZG-10032,John Anderson,Corporate,Louisville,Kentucky,United States,91033,South,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,3420.0,9,0.0,752.4
543,CA-2024-20088,2024-05-24,2024-05-27,Standard Class,CUS-KK-10011,Anna Andreadi,Consumer,Phoenix,Arizona,United States,74785,West,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,3596.0,5,0.2,35.96
544,CA-2023-10337,2023-08-08,2023-08-09,Second Class,CUS-PP-10016,Dave Brooks,Corporate,San Francisco,California,United States,39647,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,700.0,2,0.0,175.0
545,CA-2021-10578,2021-02-24,2021-02-25,Standard Class,CUS-FF-10006,Ken Lonsdale,Home Office,Jacksonville,Florida,United States,87371,South,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,1200.0,8,0.4,-106.03
546,CA-2022-10484,2022-01-13,2022-01-14,Same Day,CUS-ZO-10040,Kenneth Garcia,Corporate,Boston,Massachusetts,United States,95397,East,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,899.0,1,0.0,62.93
547,CA-2022-10273,2022-07-04,2022-07-08,Second Class,CUS-KK-10011,Anna Andreadi,Consumer,Los Angeles,California,United States,51973,West,OFF-AR-10002399,Office Supplies,Art,Faber-Castell Art Grip Aquarelle,86.4,8,0.1,11.23
548,CA-2024-10264,2024-06-03,2024-06-04,First Class,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,87550,West,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,6.0,1,0.0,1.44
549,CA-2022-10617,2022-12-23,2022-12-27,Second Class,CUS-DD-10004,Tom Ashbrook,Consumer,Phoenix,Arizona,United States,33445,West,OFF-LA-10002762,Office Supplies,Labels,Avery 487 Shipping Labels,39.0,3,0.0,9.36
550,CA-2021-20171,2021-12-19,2021-12-22,Standard Class,CUS-PP-10016,Dave Brooks,Corporate,Miami,Florida,United States,94446,South,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,2130.0,10,0.0,383.4
551,CA-2024-20236,2024-08-29,2024-09-03,First Class,CUS-GG-10007,Sanjit Chand,Corporate,New York City,New York,United States,18309,East,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,3150.0,9,0.0,787.5
552,CA-2021-10169,2021-12-02,2021-12-04,First Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,47243,Central,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,198.0,9,0.0,23.76
553,CA-2024-10443,2024-10-10,2024-10-11,Standard Class,CUS-YY-10025,Phil Fox,Consumer,Louisville,Kentucky,United States,64896,South,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,3420.0,10,0.1,342.0
554,CA-2021-20157,2021-09-05,2021-09-06,Standard Class,CUS-ZD-10029,Lisa Davis,Consumer,Dallas,Texas,United States,18607,Central,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,1540.0,7,0.0,277.2
555,CA-2024-10216,2024-06-25,2024-06-26,Same Day,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,45058,East,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,28.0,4,0.0,7.84
556,CA-2021-10085,2021-09-03,2021-09-05,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,62521,Central,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,24.0,2,0.2,0.12
557,CA-2022-20311,2022-11-18,2022-11-23,Same Day,CUS-PP-10016,Dave Brooks,Corporate,Dallas,Texas,United States,82652,Central,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,1900.0,5,0.0,418.0
558,CA-2023-10043,2023-12-05,2023-12-06,Same Day,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,53540,South,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,350.0,1,0.0,87.5
559,CA-2023-10570,2023-11-07,2023-11-08,Standard Class,CUS-QQ-10017,Mark Hamilton,Consumer,Houston,Texas,United States,52534,Central,TEC-CO-10004722,Technology,Copiers,Sharp AL-1530CS Digital Copier,4400.0,4,0.5,-450.02
560,CA-2022-20111,2022-09-01,2022-09-04,Standard Class,CUS-UU-10021,Alan Shonely,Consumer,Dallas,Texas,United States,70198,Central,OFF-BI-10000340,Office Supplies,Binders,Avery Durable Slant Binders,30.0,10,0.0,6.6
561,CA-2022-10622,2022-11-01,2022-11-05,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Atlanta,Georgia,United States,41179,South,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,360.0,10,0.0,86.4
562,CA-2021-10219,2021-02-16,2021-02-17,Same Day,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,46877,South,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,3360.0,6,0.0,940.8
563,CA-2021-20244,2021-09-03,2021-09-05,Second Class,CUS-OO-10015,Jane Waco,Consumer,Boston,Massachusetts,United States,40642,East,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,1620.0,9,0.0,243.0
564,CA-2021-10593,2021-08-09,2021-08-14,Standard Class,CUS-HH-10008,Hunter Lopez,Consumer,San Diego,California,United States,55653,West,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,630.0,7,0.5,-47.29
565,CA-2022-10116,2022-01-05,2022-01-07,First Class,CUS-EE-10005,Adrian Barton,Corporate,Miami,Florida,United States,87014,South,OFF-BI-10000340,Office Supplies,Binders,Avery Durable Slant Binders,16.8,8,0.3,0.08
566,CA-2022-10514,2022-10-30,2022-11-03,Standard Class,CUS-ZT-10045,Angela Lewis,Consumer,Phoenix,Arizona,United States,31119,West,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,630.0,3,0.0,138.6
567,CA-2021-10500,2021-12-21,2021-12-24,Standard Class,CUS-ZR-10043,Sandra Clark,Consumer,Detroit,Michigan,United States,50038,Central,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,120.0,8,0.0,12.0
568,CA-2023-10014,2023-11-20,2023-11-24,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,11504,West,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,1375.0,5,0.5,-181.36
569,CA-2022-10485,2022-04-09,2022-04-10,Standard Class,CUS-ZO-10040,Kenneth Garcia,Corporate,Boston,Massachusetts,United States,18581,East,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,5040.0,9,0.0,1411.2
570,CA-2022-10008,2022-03-25,2022-03-27,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,89840,West,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,4180.0,11,0.0,919.6
571,CA-2024-10025,2024-08-04,2024-08-10,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,24322,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,1386.0,7,0.1,83.16
572,CA-2021-10470,2021-10-05,2021-10-08,Second Class,CUS-ZM-10038,Steven Martin,Home Office,Phoenix,Arizona,United States,84794,West,TEC-AC-10003832,Technology,Accessories,Logitech MX Master Wireless Mouse,720.0,9,0.0,201.6
573,CA-2021-20278,2021-05-18,2021-05-24,Standard Class,CUS-CC-10003,Raymond Buch,Consumer,Nashville,Tennessee,United States,50917,South,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,292.8,2,0.2,17.57
574,CA-2021-20147,2021-07-25,2021-07-27,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Houston,Texas,United States,81227,Central,OFF-ST-10000107,Office Supplies,Storage,Stur-D-Stor Heavy Duty Shelving,166.0,1,0.0,29.88
575,CA-2023-20201,2023-06-28,2023-06-30,First Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,55480,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,980.0,4,0.3,9.8
576,CA-2023-10430,2023-08-04,2023-08-06,First Class,CUS-XX-10024,Dean Nguyen,Home Office,Dallas,Texas,United States,25437,Central,OFF-FA-10002118,Office Supplies,Fasteners,Stockwell Rubber Bands Gross,15.0,5,0.0,4.2
577,CA-2024-10393,2024-07-30,2024-08-03,Standard Class,CUS-UU-10021,Alan Shonely,Consumer,Memphis,Tennessee,United States,85766,South,OFF-PA-10000174,Office Supplies,Paper,Xerox 1881 Copy Paper,100.8,8,0.1,10.08
578,CA-2022-10224,2022-12-13,2022-12-14,Second Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,78069,South,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,2688.0,6,0.2,107.52
579,CA-2021-10525,2021-11-14,2021-11-16,Standard Class,CUS-ZV-10047,Sharon Walker,Consumer,Nashville,Tennessee,United States,57925,South,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,54.0,9,0.0,12.96
580,CA-2022-20317,2022-06-25,2022-06-29,Standard Class,CUS-YY-10025,Phil Fox,Consumer,Louisville,Kentucky,United States,57873,South,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,648.0,4,0.1,45.36
581,CA-2022-10456,2022-09-16,2022-09-18,First Class,CUS-ZI-10034,Charles Thomas,Home Office,Sacramento,California,United States,46458,West,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,3000.0,6,0.0,600.0
582,CA-2022-20289,2022-07-24,2022-07-28,Standard Class,CUS-II-10009,Bill Eplett,Home Office,Chicago,Illinois,United States,81760,Central,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,329.4,2,0.1,46.12
583,CA-2022-10117,2022-06-03,2022-06-07,Second Class,CUS-EE-10005,Adrian Barton,Corporate,Miami,Florida,United States,60422,South,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,825.0,5,0.0,165.0
584,CA-2024-20179,2024-10-21,2024-10-27,Standard Class,CUS-SS-10019,Brad Thomas,Home Office,San Francisco,California,United States,59009,West,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,1192.8,7,0.2,23.86
585,CA-2022-10062,2022-07-19,2022-07-20,Same Day,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,49139,West,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,629.3,1,0.3,3.15
586,CA-2024-20258,2024-10-13,2024-10-15,Standard Class,CUS-OO-10015,Jane Waco,Consumer,Milwaukee,Wisconsin,United States,90947,Central,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,3840.0,6,0.2,307.2
587,CA-2022-10253,2022-09-08,2022-09-13,Standard Class,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,69873,West,OFF-AP-10002311,Office Supplies,Appliances,Hoover Portapower Lightweight Vac,390.0,3,0.0,70.2
588,CA-2022-20133,2022-02-25,2022-02-26,Standard Class,CUS-RR-10018,Linda Cazamias,Consumer,Denver,Colorado,United States,20210,West,OFF-AP-10002311,Office Supplies,Appliances,Hoover Portapower Lightweight Vac,520.0,5,0.2,10.4
589,CA-2022-10539,2022-01-05,2022-01-08,Second Class,CUS-ZX-10049,Donna Allen,Consumer,Detroit,Michigan,United States,54825,Central,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,154.0,7,0.0,18.48
